resume_text,jd_text,label
"Engineering student passionate about building scalable, real-world software solutions. Built and maintained applications using shell scripting, accessibility, and Adobe XD, collaborating with a small team to ship features on schedule. Built and maintained applications using Adobe XD, accessibility, and UI/UX design, collaborating with a small team to ship features on schedule. Developed features end to end using wireframing, Adobe XD, and accessibility, including testing and code review. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: wireframing, prototyping, Adobe XD, accessibility, UI/UX design, user research, shell scripting.","We are looking for a Visual Designer to join our growing engineering team. Responsibilities: Design, build, and maintain systems using Figma. Participate in code reviews, sprint planning, and technical design discussions. Own projects end to end, from design through deployment and monitoring. Requirements: Strong proficiency in wireframing, Figma, and Jetpack Compose. Familiarity with wireframing, and accessibility and modern development practices. Bachelor's degree in Computer Science or equivalent practical experience. Strong proficiency in wireframing, Jetpack Compose, and user research.",1
"Engineering student passionate about building scalable, real-world software solutions. Built and maintained applications using design systems, and wireframing, collaborating with a small team to ship features on schedule. Built and maintained applications using Adobe XD, and Python, collaborating with a small team to ship features on schedule. Quick learner, eager to take ownership of new problems. Technical Skills: Python, typography, Adobe XD, wireframing, prototyping, Figma, design systems.","Our company is hiring a UI/UX Designer to help build and scale our core product. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Own projects end to end, from design through deployment and monitoring. Own projects end to end, from design through deployment and monitoring. Requirements: Familiarity with prototyping, user research, and design systems and modern development practices. Strong proficiency in prototyping. Strong proficiency in accessibility.",1
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Built and maintained applications using user research, and UI/UX design, collaborating with a small team to ship features on schedule. Built and maintained applications using React, and UI/UX design, collaborating with a small team to ship features on schedule. Worked on a project involving UI/UX design, Figma, design systems, and React, focusing on clean architecture and maintainable code. Quick learner, eager to take ownership of new problems. Technical Skills: accessibility, design systems, UI/UX design, prototyping, user research, React, Figma.","Join us as a UI/UX Designer and help shape the next generation of our platform. Responsibilities: Design, build, and maintain systems using design systems, accessibility, and Ansible. Write clean, well-tested, maintainable code using accessibility. Collaborate with cross-functional teams to deliver features involving Ansible, and UI/UX design. Requirements: Hands-on experience with Figma, Ansible, and UI/UX design. Familiarity with accessibility, UI/UX design, and Figma and modern development practices. Strong proficiency in design systems. Exposure to CI/CD is beneficial but not required.",1
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Developed features end to end using feature engineering, and machine learning, including testing and code review. Worked on a project involving feature engineering, Dagger Hilt, pandas, and data visualization, focusing on clean architecture and maintainable code. Worked on a project involving NumPy, machine learning, and Dagger Hilt, focusing on clean architecture and maintainable code. Comfortable working independently and under tight deadlines. Technical Skills: machine learning, pandas, NumPy, Python, feature engineering, Dagger Hilt, data visualization.","We are looking for a Frontend Engineer to join our growing engineering team. Responsibilities: Design, build, and maintain systems using HTML5. Participate in code reviews, sprint planning, and technical design discussions. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Hands-on experience with AWS, TypeScript, and responsive design. Bachelor's degree in Computer Science or equivalent practical experience. Familiarity with responsive design, Redux, and HTML5 and modern development practices. Experience with Jetpack Compose is a plus.",0
"Engineering student passionate about building scalable, real-world software solutions. Built and maintained applications using SQL, UI/UX design, and Figma, collaborating with a small team to ship features on schedule. Worked on a project involving SQL, and Figma, focusing on clean architecture and maintainable code. Comfortable working independently and under tight deadlines. Technical Skills: Figma, wireframing, prototyping, SQL, Adobe XD, user research, UI/UX design.","We're seeking an experienced Data Scientist to work closely with our product and engineering teams. Responsibilities: Own projects end to end, from design through deployment and monitoring. Own projects end to end, from design through deployment and monitoring. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Familiarity with NumPy, scikit-learn, and Dagger Hilt and modern development practices. Strong proficiency in scikit-learn, Python, and statistics. Familiarity with regression models, NumPy, and statistics and modern development practices. Experience with Photoshop is a plus.",0
"Motivated developer with practical experience building and deploying applications end to end. Worked on a project involving HTML5, TypeScript, MongoDB, and responsive design, focusing on clean architecture and maintainable code. Built and maintained applications using React, TypeScript, JWT authentication, and MongoDB, collaborating with a small team to ship features on schedule. Built and maintained applications using React, and Firebase, collaborating with a small team to ship features on schedule. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: responsive design, React, HTML5, JWT authentication, Firebase, MongoDB, TypeScript.","Our company is hiring a Android Software Engineer to help build and scale our core product. Responsibilities: Design, build, and maintain systems using Room DB, and Kubernetes. Own projects end to end, from design through deployment and monitoring. Collaborate with cross-functional teams to deliver features involving Kotlin, Android SDK, and Android Studio. Requirements: Strong proficiency in Android SDK, Kotlin, and Room DB. Hands-on experience with Android SDK. Hands-on experience with Material Design, Android Studio, and Room DB.",1
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Developed features end to end using Vite, Git, Node.js, and SQL, including testing and code review. Gained hands-on experience with MongoDB, SQL, and Git through internship and personal projects. Comfortable working independently and under tight deadlines. Technical Skills: React, Node.js, MongoDB, SQL, Git, Express.js, Vite.","We are looking for a Android Software Engineer to join our growing engineering team. Responsibilities: Own projects end to end, from design through deployment and monitoring. Own projects end to end, from design through deployment and monitoring. Collaborate with cross-functional teams to deliver features involving MVVM architecture. Requirements: Hands-on experience with Android Studio, Jetpack Compose, and MVVM architecture. Excellent communication skills and ability to work in a collaborative team environment. Bachelor's degree in Computer Science or equivalent practical experience. Bachelor's degree in Computer Science or equivalent practical experience. Experience with responsive design is a plus.",0
"Detail-oriented developer with a track record of shipping projects independently and in teams. Built and maintained applications using AWS, Ansible, Docker, and Dagger Hilt, collaborating with a small team to ship features on schedule. Built and maintained applications using AWS, Docker, and shell scripting, collaborating with a small team to ship features on schedule. Quick learner, eager to take ownership of new problems. Technical Skills: monitoring, Terraform, Docker, Ansible, AWS, shell scripting, Dagger Hilt.","Join us as a UI/UX Designer and help shape the next generation of our platform. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Collaborate with cross-functional teams to deliver features involving Adobe XD. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Strong proficiency in regression models. Hands-on experience with Adobe XD, and design systems.",0
"Detail-oriented developer with a track record of shipping projects independently and in teams. Worked on a project involving Coroutines, TypeScript, Material Design, and MVVM architecture, focusing on clean architecture and maintainable code. Developed features end to end using Jetpack Compose, and Android SDK, including testing and code review. Quick learner, eager to take ownership of new problems. Technical Skills: Material Design, Jetpack Compose, Coroutines, MVVM architecture, Android SDK, TypeScript, Java.","We are looking for a Machine Learning Engineer to join our growing engineering team. Responsibilities: Design, build, and maintain systems using data visualization. Write clean, well-tested, maintainable code using TensorFlow, MongoDB, and data visualization. Design, build, and maintain systems using data visualization, and regression models. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Bachelor's degree in Computer Science or equivalent practical experience. Excellent communication skills and ability to work in a collaborative team environment. Familiarity with regression models, and MongoDB and modern development practices. Exposure to Azure is beneficial but not required.",0
"Motivated developer with practical experience building and deploying applications end to end. Worked on a project involving Dagger Hilt, and Room DB, focusing on clean architecture and maintainable code. Developed features end to end using Coroutines, Adobe XD, and Android Studio, including testing and code review. Developed features end to end using Room DB, Adobe XD, Coroutines, and Android Studio, including testing and code review. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: Coroutines, Dagger Hilt, Room DB, Firebase, Adobe XD, Java, Android Studio.","Our company is hiring a Data Analyst to help build and scale our core product. Responsibilities: Write clean, well-tested, maintainable code using data visualization, Jupyter, and feature engineering. Collaborate with cross-functional teams to deliver features involving Jupyter, and feature engineering. Design, build, and maintain systems using feature engineering, data visualization, and SQL. Requirements: Hands-on experience with Jupyter, and feature engineering. Familiarity with SQL, and Jupyter and modern development practices. Bachelor's degree in Computer Science or equivalent practical experience. Exposure to Android SDK is beneficial but not required.",0
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Developed features end to end using CI/CD, and Vite, including testing and code review. Developed features end to end using CI/CD, TypeScript, CSS3, and React, including testing and code review. Developed features end to end using JWT authentication, React, and TypeScript, including testing and code review. Comfortable working independently and under tight deadlines. Technical Skills: JavaScript, CI/CD, Vite, TypeScript, CSS3, React, JWT authentication.","Our company is hiring a Software Engineer to help build and scale our core product. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Write clean, well-tested, maintainable code using Node.js, and design systems. Participate in code reviews, sprint planning, and technical design discussions. Design, build, and maintain systems using responsive design. Requirements: Strong proficiency in design systems, responsive design, and Node.js. Bachelor's degree in Computer Science or equivalent practical experience. Excellent communication skills and ability to work in a collaborative team environment. Experience with Terraform is a plus.",1
"Engineering student passionate about building scalable, real-world software solutions. Built and maintained applications using regression models, and machine learning, collaborating with a small team to ship features on schedule. Built and maintained applications using Coroutines, NumPy, and regression models, collaborating with a small team to ship features on schedule. Comfortable working independently and under tight deadlines. Technical Skills: NumPy, Coroutines, pandas, machine learning, feature engineering, TensorFlow, regression models.","We're seeking an experienced Machine Learning Engineer to work closely with our product and engineering teams. Responsibilities: Write clean, well-tested, maintainable code using regression models, NumPy, and Jupyter. Collaborate with cross-functional teams to deliver features involving NumPy. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Excellent communication skills and ability to work in a collaborative team environment. Hands-on experience with Jupyter, wireframing, and NumPy. Strong proficiency in regression models, and data visualization.",0
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Built and maintained applications using UI/UX design, NumPy, NLP, and scikit-learn, collaborating with a small team to ship features on schedule. Built and maintained applications using feature engineering, UI/UX design, scikit-learn, and NumPy, collaborating with a small team to ship features on schedule. Built and maintained applications using SQL, and NumPy, collaborating with a small team to ship features on schedule. Comfortable working independently and under tight deadlines. Technical Skills: SQL, UI/UX design, data visualization, NumPy, NLP, scikit-learn, feature engineering.","Join us as a ML Engineer and help shape the next generation of our platform. Responsibilities: Write clean, well-tested, maintainable code using scikit-learn, and data visualization. Collaborate with cross-functional teams to deliver features involving data visualization. Collaborate with cross-functional teams to deliver features involving data visualization. Requirements: Strong proficiency in scikit-learn, statistics, and data visualization. Familiarity with statistics, Jetpack Compose, and data visualization and modern development practices. Hands-on experience with statistics.",1
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Gained hands-on experience with Git, HTML5, CI/CD, and shell scripting through internship and personal projects. Worked on a project involving HTML5, and Ansible, focusing on clean architecture and maintainable code. Developed features end to end using Git, and AWS, including testing and code review. Quick learner, eager to take ownership of new problems. Technical Skills: shell scripting, Terraform, CI/CD, HTML5, AWS, Ansible, Git.","Join us as a Android Developer and help shape the next generation of our platform. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Design, build, and maintain systems using Room DB, and wireframing. Participate in code reviews, sprint planning, and technical design discussions. Design, build, and maintain systems using wireframing, and Room DB. Requirements: Hands-on experience with Room DB, Dagger Hilt, and wireframing. Strong proficiency in Room DB, and wireframing. Strong proficiency in Android Studio.",0
"Engineering student passionate about building scalable, real-world software solutions. Built and maintained applications using MVVM architecture, Dagger Hilt, and typography, collaborating with a small team to ship features on schedule. Built and maintained applications using typography, Jetpack Compose, and MVVM architecture, collaborating with a small team to ship features on schedule. Comfortable working independently and under tight deadlines. Technical Skills: Dagger Hilt, typography, Coroutines, Jetpack Compose, Kotlin, Java, MVVM architecture.","Join us as a Android Software Engineer and help shape the next generation of our platform. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Own projects end to end, from design through deployment and monitoring. Own projects end to end, from design through deployment and monitoring. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Strong proficiency in Android SDK, Firebase, and Coroutines. Strong proficiency in Firebase. Bachelor's degree in Computer Science or equivalent practical experience. Bachelor's degree in Computer Science or equivalent practical experience. Exposure to NumPy is beneficial but not required.",0
"Motivated developer with practical experience building and deploying applications end to end. Built and maintained applications using Redux, JWT authentication, TypeScript, and MongoDB, collaborating with a small team to ship features on schedule. Worked on a project involving MongoDB, and Vite, focusing on clean architecture and maintainable code. Quick learner, eager to take ownership of new problems. Technical Skills: CSS3, accessibility, TypeScript, JWT authentication, MongoDB, Vite, Redux.","Join us as a Web Developer and help shape the next generation of our platform. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Design, build, and maintain systems using data visualization, JavaScript, and Git. Participate in code reviews, sprint planning, and technical design discussions. Own projects end to end, from design through deployment and monitoring. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Familiarity with React, and responsive design and modern development practices. Bachelor's degree in Computer Science or equivalent practical experience. Bachelor's degree in Computer Science or equivalent practical experience. Exposure to typography is beneficial but not required.",0
"Motivated developer with practical experience building and deploying applications end to end. Worked on a project involving MongoDB, and Terraform, focusing on clean architecture and maintainable code. Gained hands-on experience with MongoDB, Express.js, and HTML5 through internship and personal projects. Worked on a project involving Express.js, React, and Terraform, focusing on clean architecture and maintainable code. Quick learner, eager to take ownership of new problems. Technical Skills: React, Git, Vite, Express.js, MongoDB, Terraform, HTML5.","We're seeking an experienced Frontend Engineer to work closely with our product and engineering teams. Responsibilities: Design, build, and maintain systems using Git. Collaborate with cross-functional teams to deliver features involving MongoDB, and Vite. Participate in code reviews, sprint planning, and technical design discussions. Write clean, well-tested, maintainable code using HTML5. Requirements: Excellent communication skills and ability to work in a collaborative team environment. Familiarity with Git, Express.js, and regression models and modern development practices. Excellent communication skills and ability to work in a collaborative team environment. Bachelor's degree in Computer Science or equivalent practical experience. Exposure to Linux administration is beneficial but not required.",1
"Motivated developer with practical experience building and deploying applications end to end. Developed features end to end using Java, responsive design, Android Studio, and Coroutines, including testing and code review. Gained hands-on experience with Android SDK, MVVM architecture, and Coroutines through internship and personal projects. Worked on a project involving Android Studio, and Android SDK, focusing on clean architecture and maintainable code. Quick learner, eager to take ownership of new problems. Technical Skills: Android SDK, Android Studio, responsive design, Java, MVVM architecture, Coroutines, Room DB.","We are looking for a Machine Learning Engineer to join our growing engineering team. Responsibilities: Design, build, and maintain systems using machine learning, and Jupyter. Write clean, well-tested, maintainable code using Kubernetes, and scikit-learn. Collaborate with cross-functional teams to deliver features involving regression models, and Jupyter. Requirements: Familiarity with Kubernetes, and statistics and modern development practices. Hands-on experience with statistics. Strong proficiency in scikit-learn. Familiarity with Jupyter, scikit-learn, and regression models and modern development practices.",1
"Engineering student passionate about building scalable, real-world software solutions. Worked on a project involving Figma, design systems, and UI/UX design, focusing on clean architecture and maintainable code. Built and maintained applications using UI/UX design, wireframing, Figma, and accessibility, collaborating with a small team to ship features on schedule. Built and maintained applications using prototyping, design systems, and Figma, collaborating with a small team to ship features on schedule. Quick learner, eager to take ownership of new problems. Technical Skills: wireframing, accessibility, design systems, UI/UX design, Figma, prototyping, Node.js.","Our company is hiring a UI/UX Designer to help build and scale our core product. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Collaborate with cross-functional teams to deliver features involving Figma, UI/UX design, and Adobe XD. Collaborate with cross-functional teams to deliver features involving design systems. Requirements: Familiarity with design systems and modern development practices. Bachelor's degree in Computer Science or equivalent practical experience. Hands-on experience with Adobe XD, Figma, and design systems. Hands-on experience with accessibility, Express.js, and Figma. Experience with monitoring is a plus.",1
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Developed features end to end using Firebase, and Java, including testing and code review. Worked on a project involving Firebase, MVVM architecture, and Material Design, focusing on clean architecture and maintainable code. Developed features end to end using MVVM architecture, and Node.js, including testing and code review. Quick learner, eager to take ownership of new problems. Technical Skills: Firebase, MVVM architecture, Java, Dagger Hilt, Android Studio, Material Design, Node.js.","Our company is hiring a Android Developer to help build and scale our core product. Responsibilities: Collaborate with cross-functional teams to deliver features involving Material Design, and scikit-learn. Design, build, and maintain systems using Coroutines. Design, build, and maintain systems using Android SDK. Requirements: Hands-on experience with Material Design, and Android Studio. Bachelor's degree in Computer Science or equivalent practical experience. Strong proficiency in Android Studio, Android SDK, and Material Design.",1
"Motivated developer with practical experience building and deploying applications end to end. Built and maintained applications using Redux, and CSS3, collaborating with a small team to ship features on schedule. Developed features end to end using Redux, MongoDB, and AWS, including testing and code review. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: AWS, Redux, Git, Node.js, HTML5, CSS3, MongoDB.","Our company is hiring a Frontend Engineer to help build and scale our core product. Responsibilities: Write clean, well-tested, maintainable code using Git. Design, build, and maintain systems using responsive design, and Ansible. Write clean, well-tested, maintainable code using JWT authentication, Ansible, and React. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Familiarity with Ansible, and React and modern development practices. Excellent communication skills and ability to work in a collaborative team environment. Excellent communication skills and ability to work in a collaborative team environment.",1
"Motivated developer with practical experience building and deploying applications end to end. Developed features end to end using MVVM architecture, Dagger Hilt, NLP, and Coroutines, including testing and code review. Gained hands-on experience with NLP, Room DB, Firebase, and Kotlin through internship and personal projects. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: MVVM architecture, Kotlin, NLP, Coroutines, Dagger Hilt, Room DB, Firebase.","Join us as a Android Software Engineer and help shape the next generation of our platform. Responsibilities: Collaborate with cross-functional teams to deliver features involving Jetpack Compose, Android SDK, and Dagger Hilt. Own projects end to end, from design through deployment and monitoring. Design, build, and maintain systems using pandas, Dagger Hilt, and Room DB. Requirements: Familiarity with pandas, Firebase, and Android SDK and modern development practices. Familiarity with Android SDK and modern development practices. Excellent communication skills and ability to work in a collaborative team environment. Excellent communication skills and ability to work in a collaborative team environment. Exposure to CI/CD is beneficial but not required.",0
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Developed features end to end using Node.js, and Git, including testing and code review. Gained hands-on experience with Vite, and user research through internship and personal projects. Developed features end to end using JavaScript, CSS3, TypeScript, and Vite, including testing and code review. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: Git, Node.js, CSS3, Vite, TypeScript, user research, JavaScript.","We are looking for a Data Analyst to join our growing engineering team. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Design, build, and maintain systems using TensorFlow. Write clean, well-tested, maintainable code using feature engineering, scikit-learn, and Jenkins. Design, build, and maintain systems using Jenkins, statistics, and scikit-learn. Requirements: Familiarity with feature engineering, statistics, and scikit-learn and modern development practices. Bachelor's degree in Computer Science or equivalent practical experience. Hands-on experience with regression models. Familiarity with statistics, and Jenkins and modern development practices. Exposure to Photoshop is beneficial but not required.",0
"Motivated developer with practical experience building and deploying applications end to end. Developed features end to end using NumPy, and pandas, including testing and code review. Gained hands-on experience with NumPy, and Python through internship and personal projects. Quick learner, eager to take ownership of new problems. Technical Skills: NumPy, Python, pandas, design systems, Jupyter, data visualization, SQL.","We are looking for a Machine Learning Engineer to join our growing engineering team. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Design, build, and maintain systems using SQL, and feature engineering. Own projects end to end, from design through deployment and monitoring. Own projects end to end, from design through deployment and monitoring. Requirements: Excellent communication skills and ability to work in a collaborative team environment. Familiarity with scikit-learn and modern development practices. Hands-on experience with Jupyter, scikit-learn, and SQL. Experience with Android Studio is a plus.",0
"Detail-oriented developer with a track record of shipping projects independently and in teams. Developed features end to end using monitoring, and JavaScript, including testing and code review. Built and maintained applications using responsive design, MongoDB, JavaScript, and monitoring, collaborating with a small team to ship features on schedule. Gained hands-on experience with responsive design, Vite, and monitoring through internship and personal projects. Comfortable working independently and under tight deadlines. Technical Skills: monitoring, Vite, responsive design, Git, JavaScript, Node.js, MongoDB.","Join us as a Android Software Engineer and help shape the next generation of our platform. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Write clean, well-tested, maintainable code using Java, Coroutines, and prototyping. Collaborate with cross-functional teams to deliver features involving Android SDK. Collaborate with cross-functional teams to deliver features involving Coroutines. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Hands-on experience with Java. Hands-on experience with Java. Exposure to React is beneficial but not required.",0
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Worked on a project involving Coroutines, and JavaScript, focusing on clean architecture and maintainable code. Built and maintained applications using Jetpack Compose, and Room DB, collaborating with a small team to ship features on schedule. Enjoys mentoring peers and contributing to open-source projects in spare time. Technical Skills: Material Design, Jetpack Compose, Java, Room DB, JavaScript, Coroutines, MVVM architecture.","We are looking for a Android Developer to join our growing engineering team. Responsibilities: Write clean, well-tested, maintainable code using Material Design, Android Studio, and regression models. Write clean, well-tested, maintainable code using Android SDK. Collaborate with cross-functional teams to deliver features involving Kotlin, Material Design, and Android Studio. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Excellent communication skills and ability to work in a collaborative team environment. Hands-on experience with Android SDK, Kotlin, and Material Design. Exposure to accessibility is beneficial but not required.",1
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Worked on a project involving Linux administration, Git, and prototyping, focusing on clean architecture and maintainable code. Gained hands-on experience with shell scripting, Git, CI/CD, and Azure through internship and personal projects. Worked on a project involving CI/CD, and Azure, focusing on clean architecture and maintainable code. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: Git, prototyping, shell scripting, Linux administration, Azure, CI/CD, AWS.","We are looking for a Cloud Engineer to join our growing engineering team. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Participate in code reviews, sprint planning, and technical design discussions. Participate in code reviews, sprint planning, and technical design discussions. Design, build, and maintain systems using Android Studio, AWS, and CI/CD. Requirements: Strong proficiency in Azure, Kubernetes, and Android Studio. Familiarity with Android Studio and modern development practices. Excellent communication skills and ability to work in a collaborative team environment. Experience with Adobe XD is a plus.",1
"Detail-oriented developer with a track record of shipping projects independently and in teams. Developed features end to end using typography, UI/UX design, design systems, and user research, including testing and code review. Worked on a project involving typography, Adobe XD, design systems, and Photoshop, focusing on clean architecture and maintainable code. Worked on a project involving UI/UX design, Coroutines, and Adobe XD, focusing on clean architecture and maintainable code. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: Photoshop, Coroutines, Adobe XD, UI/UX design, design systems, user research, typography.","We're seeking an experienced UI/UX Designer to work closely with our product and engineering teams. Responsibilities: Collaborate with cross-functional teams to deliver features involving user research, design systems, and Photoshop. Design, build, and maintain systems using Adobe XD, and design systems. Participate in code reviews, sprint planning, and technical design discussions. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Excellent communication skills and ability to work in a collaborative team environment. Strong proficiency in Adobe XD, user research, and Photoshop. Bachelor's degree in Computer Science or equivalent practical experience. Exposure to Android SDK is beneficial but not required.",1
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Developed features end to end using Git, REST APIs, JWT authentication, and Express.js, including testing and code review. Developed features end to end using Express.js, and Git, including testing and code review. Worked on a project involving Redux, Git, JavaScript, and REST APIs, focusing on clean architecture and maintainable code. Quick learner, eager to take ownership of new problems. Technical Skills: REST APIs, Photoshop, JWT authentication, JavaScript, Git, Redux, Express.js.","We're seeking an experienced Data Analyst to work closely with our product and engineering teams. Responsibilities: Own projects end to end, from design through deployment and monitoring. Design, build, and maintain systems using NumPy. Own projects end to end, from design through deployment and monitoring. Own projects end to end, from design through deployment and monitoring. Requirements: Strong proficiency in Python, and HTML5. Excellent communication skills and ability to work in a collaborative team environment. Excellent communication skills and ability to work in a collaborative team environment. Experience with user research is a plus.",0
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Worked on a project involving Terraform, and Ansible, focusing on clean architecture and maintainable code. Developed features end to end using CI/CD, and Terraform, including testing and code review. Worked on a project involving CI/CD, AWS, and Terraform, focusing on clean architecture and maintainable code. Enjoys mentoring peers and contributing to open-source projects in spare time. Technical Skills: shell scripting, React, Terraform, Ansible, CI/CD, AWS, Docker.","We're seeking an experienced Infrastructure Engineer to work closely with our product and engineering teams. Responsibilities: Design, build, and maintain systems using wireframing. Write clean, well-tested, maintainable code using wireframing, and Ansible. Own projects end to end, from design through deployment and monitoring. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Bachelor's degree in Computer Science or equivalent practical experience. Familiarity with wireframing, Kubernetes, and Docker and modern development practices.",1
"Motivated developer with practical experience building and deploying applications end to end. Worked on a project involving Firebase, and Kotlin, focusing on clean architecture and maintainable code. Developed features end to end using Android Studio, and Material Design, including testing and code review. Quick learner, eager to take ownership of new problems. Technical Skills: Kotlin, Android Studio, Git, Dagger Hilt, Firebase, Material Design, Android SDK.","Join us as a Android Software Engineer and help shape the next generation of our platform. Responsibilities: Collaborate with cross-functional teams to deliver features involving Kotlin. Own projects end to end, from design through deployment and monitoring. Collaborate with cross-functional teams to deliver features involving Java, and user research. Design, build, and maintain systems using MVVM architecture. Requirements: Familiarity with Java and modern development practices. Hands-on experience with Firebase, Java, and Room DB. Hands-on experience with Kotlin, and Room DB. Strong proficiency in Room DB.",1
"Motivated developer with practical experience building and deploying applications end to end. Developed features end to end using SQL, and NumPy, including testing and code review. Worked on a project involving regression models, NumPy, feature engineering, and TensorFlow, focusing on clean architecture and maintainable code. Comfortable working independently and under tight deadlines. Technical Skills: feature engineering, machine learning, NumPy, TensorFlow, Java, SQL, regression models.","We're seeking an experienced DevOps Engineer to work closely with our product and engineering teams. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Write clean, well-tested, maintainable code using Azure, and React. Write clean, well-tested, maintainable code using React, Terraform, and Git. Write clean, well-tested, maintainable code using Ansible, and Terraform. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Strong proficiency in Ansible, and Terraform. Excellent communication skills and ability to work in a collaborative team environment. Experience with MVVM architecture is a plus.",1
"Motivated developer with practical experience building and deploying applications end to end. Gained hands-on experience with machine learning, and scikit-learn through internship and personal projects. Worked on a project involving JWT authentication, regression models, feature engineering, and scikit-learn, focusing on clean architecture and maintainable code. Enjoys mentoring peers and contributing to open-source projects in spare time. Technical Skills: JWT authentication, feature engineering, regression models, scikit-learn, machine learning, Python, statistics.","We're seeking an experienced ML Engineer to work closely with our product and engineering teams. Responsibilities: Write clean, well-tested, maintainable code using MongoDB, NumPy, and data visualization. Design, build, and maintain systems using TensorFlow, data visualization, and SQL. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Hands-on experience with SQL, and NumPy. Bachelor's degree in Computer Science or equivalent practical experience. Strong proficiency in NumPy, statistics, and TensorFlow. Hands-on experience with NumPy, TensorFlow, and data visualization.",1
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Developed features end to end using Jenkins, Linux administration, and Git, including testing and code review. Worked on a project involving CI/CD, user research, Jenkins, and Git, focusing on clean architecture and maintainable code. Comfortable working independently and under tight deadlines. Technical Skills: Git, Jenkins, user research, Terraform, Linux administration, CI/CD, shell scripting.","We're seeking an experienced Visual Designer to work closely with our product and engineering teams. Responsibilities: Collaborate with cross-functional teams to deliver features involving UI/UX design, Dagger Hilt, and typography. Own projects end to end, from design through deployment and monitoring. Write clean, well-tested, maintainable code using user research, design systems, and accessibility. Own projects end to end, from design through deployment and monitoring. Requirements: Hands-on experience with accessibility. Bachelor's degree in Computer Science or equivalent practical experience. Excellent communication skills and ability to work in a collaborative team environment. Experience with Git is a plus.",0
"Motivated developer with practical experience building and deploying applications end to end. Built and maintained applications using Figma, and prototyping, collaborating with a small team to ship features on schedule. Worked on a project involving wireframing, Figma, MVVM architecture, and typography, focusing on clean architecture and maintainable code. Gained hands-on experience with wireframing, UI/UX design, MVVM architecture, and Figma through internship and personal projects. Enjoys mentoring peers and contributing to open-source projects in spare time. Technical Skills: wireframing, Figma, typography, Photoshop, MVVM architecture, prototyping, UI/UX design.","Join us as a Frontend Engineer and help shape the next generation of our platform. Responsibilities: Own projects end to end, from design through deployment and monitoring. Collaborate with cross-functional teams to deliver features involving MongoDB. Design, build, and maintain systems using React, MongoDB, and TypeScript. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Familiarity with Redux and modern development practices. Bachelor's degree in Computer Science or equivalent practical experience. Strong proficiency in React, TypeScript, and Jetpack Compose. Experience with Python is a plus.",0
